Date_UTC,IAGA,MLT,MLAT,IGRF_DECL,N,E,Z
2001-04-03 11:11:00,RAN,4.65,72.89,-7.77,-6.8,13.0,8.7
2001-04-03 11:11:00,TAL,4.27,78.86,-17.12,12.4,13.9,-7.1
2001-04-03 11:12:00,BLC,4.19,73.96,-1.39,13.2,8.1,23.1
2001-04-03 11:12:00,BSL,5.07,41.39,0.72,-12.2,2.8,8.0
2001-04-03 11:12:00,DLR,4.12,38.98,7.38,-11.3,0.7,7.5
2001-04-03 11:12:00,EKP,4.48,71.17,-2.61,21.5,-6.0,7.0
2001-04-03 11:12:00,FCC,4.52,68.97,-1.10,6.7,1.5,6.7
2001-04-03 11:12:00,GIM,4.49,66.67,0.77,-14.9,10.3,20.9
2001-04-03 11:12:00,PIN,4.41,60.56,3.84,3.5,-16.4,13.3
2001-04-03 11:12:00,RAN,4.67,72.89,-7.77,-6.5,13.6,8.1
2001-04-03 11:12:00,TAL,4.29,78.86,-17.12,11.1,13.5,-5.5
2001-04-03 11:13:00,BLC,4.20,73.96,-1.39,14.3,9.1,22.1
2001-04-03 11:13:00,BSL,5.08,41.39,0.72,-12.2,2.7,7.9
2001-04-03 11:13:00,DLR,4.14,38.98,7.38,-11.3,0.7,7.5
2001-04-03 11:13:00,EKP,4.50,71.17,-2.61,22.2,-5.8,6.2
2001-04-03 11:13:00,FCC,4.53,68.97,-1.10,8.5,0.5,7.8
2001-04-03 11:13:00,GIM,4.51,66.67,0.77,-14.4,10.2,20.2
2001-04-03 11:13:00,PIN,4.43,60.56,3.84,3.5,-16.8,13.0
2001-04-03 11:13:00,RAN,4.69,72.89,-7.77,-5.7,13.4,7.9
2001-04-03 11:13:00,TAL,4.30,78.86,-17.12,11.0,11.4,-4.5
2001-04-03 11:14:00,BLC,4.22,73.96,-1.39,15.4,10.2,20.1
2001-04-03 11:14:00,BSL,5.10,41.39,0.72,-12.2,2.6,7.9
2001-04-03 11:14:00,DLR,4.15,38.98,7.38,-11.3,0.7,7.5
2001-04-03 11:14:00,EKP,4.52,71.17,-2.61,24.7,-5.8,4.7
2001-04-03 11:14:00,FCC,4.55,68.97,-1.10,9.3,-0.6,9.9
2001-04-03 11:14:00,GIM,4.52,66.67,0.77,-14.1,10.0,19.4
2001-04-03 11:14:00,PIN,4.44,60.56,3.84,3.6,-16.6,13.1
2001-04-03 11:14:00,RAN,4.70,72.89,-7.77,-4.5,13.3,7.1
2001-04-03 11:14:00,TAL,4.32,78.86,-17.12,10.5,10.4,-3.7
2001-04-03 11:15:00,BLC,4.23,73.96,-1.39,17.5,10.2,18.1
2001-04-03 11:15:00,BSL,5.12,41.39,0.72,-12.1,2.5,7.9
2001-04-03 11:15:00,DLR,4.17,38.98,7.38,-11.3,0.6,7.4
2001-04-03 11:15:00,EKP,4.53,71.17,-2.61,27.1,-6.4,3.6
2001-04-03 11:15:00,FCC,4.57,68.97,-1.10,9.1,-0.6,11.0
2001-04-03 11:15:00,GIM,4.54,66.67,0.77,-14.3,9.5,20.4
2001-04-03 11:15:00,PIN,4.46,60.56,3.84,3.5,-16.6,13.0
2001-04-03 11:15:00,RAN,4.72,72.89,-7.77,-3.6,12.8,5.8
2001-04-03 11:15:00,TAL,4.34,78.86,-17.12,11.4,8.3,-3.7
2001-04-03 11:16:00,BLC,4.25,73.96,-1.39,17.7,8.3,18.1
2001-04-03 11:16:00,BSL,5.13,41.39,0.72,-12.1,2.4,7.9
2001-04-03 11:16:00,DLR,4.19,38.98,7.38,-11.3,0.6,7.4
2001-04-03 11:16:00,EKP,4.55,71.17,-2.61,27.4,-7.8,3.4
2001-04-03 11:16:00,FCC,4.58,68.97,-1.10,5.9,-0.6,11.1
2001-04-03 11:16:00,GIM,4.55,66.67,0.77,-16.5,9.7,21.3
2001-04-03 11:16:00,PIN,4.48,60.56,3.84,3.5,-16.6,12.9
2001-04-03 11:16:00,RAN,4.74,72.89,-7.77,-4.6,12.3,5.4
2001-04-03 11:16:00,TAL,4.35,78.86,-17.12,13.1,6.2,-3.0
2001-04-03 11:17:00,BLC,4.27,73.96,-1.39,15.8,8.2,21.1
2001-04-03 11:17:00,BSL,5.15,41.39,0.72,-11.1,2.3,7.9
2001-04-03 11:17:00,DLR,4.20,38.98,7.38,-11.3,0.6,7.4
2001-04-03 11:17:00,EKP,4.56,71.17,-2.61,26.7,-8.5,3.8
2001-04-03 11:17:00,FCC,4.60,68.97,-1.10,2.7,-0.7,9.2
2001-04-03 11:17:00,GIM,4.57,66.67,0.77,-18.1,9.8,21.1
2001-04-03 11:17:00,PIN,4.49,60.56,3.84,3.5,-16.4,12.9
2001-04-03 11:17:00,RAN,4.75,72.89,-7.77,-6.8,12.3,4.8
2001-04-03 11:17:00,TAL,4.37,78.86,-17.12,11.8,5.8,-1.3
2001-04-03 11:18:00,BLC,4.28,73.96,-1.39,11.9,9.1,21.1
2001-04-03 11:18:00,BSL,5.17,41.39,0.72,-11.1,2.9,8.9
2001-04-03 11:18:00,DLR,4.22,38.98,7.38,-10.4,0.5,7.4
2001-04-03 11:18:00,EKP,4.58,71.17,-2.61,26.2,-9.3,5.1
2001-04-03 11:18:00,FCC,4.62,68.97,-1.10,1.6,-0.8,7.4
2001-04-03 11:18:00,GIM,4.59,66.67,0.77,-18.5,9.5,21.5
2001-04-03 11:18:00,PIN,4.51,60.56,3.84,3.9,-16.3,12.9
2001-04-03 11:18:00,RAN,4.77,72.89,-7.77,-8.1,11.3,3.7
2001-04-03 11:18:00,TAL,4.39,78.86,-17.12,11.2,5.7,-0.4
2001-04-03 11:19:00,BLC,4.30,73.96,-1.39,9.0,10.0,21.0
2001-04-03 11:19:00,BSL,5.18,41.39,0.72,-10.1,2.8,8.8
2001-04-03 11:19:00,DLR,4.24,38.98,7.38,-9.4,0.5,8.4
2001-04-03 11:19:00,EKP,4.60,71.17,-2.61,25.9,-9.4,6.7
2001-04-03 11:19:00,FCC,4.63,68.97,-1.10,1.4,1.2,6.5
2001-04-03 11:19:00,GIM,4.60,66.67,0.77,-18.4,10.9,20.5
2001-04-03 11:19:00,PIN,4.52,60.56,3.84,4.8,-16.1,12.9
2001-04-03 11:19:00,RAN,4.78,72.89,-7.77,-7.5,11.0,1.5
2001-04-03 11:19:00,TAL,4.40,78.86,-17.12,10.2,4.9,0.3
2001-04-03 11:20:00,BLC,4.32,73.96,-1.39,10.1,11.1,22.0
2001-04-03 11:20:00,BSL,5.20,41.39,0.72,-10.1,2.7,8.8
2001-04-03 11:20:00,DLR,4.25,38.98,7.38,-9.4,1.2,8.4
2001-04-03 11:20:00,EKP,4.61,71.17,-2.61,23.6,-9.1,7.8
2001-04-03 11:20:00,FCC,4.65,68.97,-1.10,3.2,1.2,5.5
2001-04-03 11:20:00,GIM,4.62,66.67,0.77,-15.1,11.6,17.2
2001-04-03 11:20:00,PIN,4.54,60.56,3.84,5.9,-16.2,12.6
2001-04-03 11:20:00,RAN,4.80,72.89,-7.77,-6.5,10.9,1.2
2001-04-03 11:20:00,TAL,4.42,78.86,-17.12,8.6,4.3,-0.5
2001-04-03 11:21:00,BLC,4.33,73.96,-1.39,12.2,10.1,23.0
2001-04-03 11:21:00,BSL,5.22,41.39,0.72,-9.1,1.9,8.8
2001-04-03 11:21:00,DLR,4.27,38.98,7.38,-8.4,1.2,8.4
2001-04-03 11:21:00,EKP,4.63,71.17,-2.61,21.8,-9.0,7.7
2001-04-03 11:21:00,FCC,4.66,68.97,-1.10,6.0,0.2,6.6
2001-04-03 11:21:00,GIM,4.64,66.67,0.77,-12.5,10.5,15.7
2001-04-03 11:21:00,PIN,4.56,60.56,3.84,6.2,-16.9,12.3
2001-04-03 11:21:00,RAN,4.82,72.89,-7.77,-5.4,10.2,3.0
2001-04-03 11:21:00,TAL,4.44,78.86,-17.12,8.2,4.2,-3.4
2001-04-03 11:22:00,BLC,4.35,73.96,-1.39,13.4,9.1,21.0
2001-04-03 11:22:00,BSL,5.23,41.39,0.72,-9.1,2.5,8.8
2001-04-03 11:22:00,DLR,4.28,38.98,7.38,-8.4,1.2,8.4
2001-04-03 11:22:00,EKP,4.65,71.17,-2.61,21.8,-9.2,5.6
2001-04-03 11:22:00,FCC,4.68,68.97,-1.10,8.9,-1.8,8.7
2001-04-03 11:22:00,GIM,4.65,66.67,0.77,-11.5,10.3,14.4
2001-04-03 11:22:00,PIN,4.57,60.56,3.84,6.5,-17.2,12.0
2001-04-03 11:22:00,RAN,4.83,72.89,-7.77,-4.7,9.1,4.6
2001-04-03 11:22:00,TAL,4.45,78.86,-17.12,9.2,3.1,-6.4
2001-04-03 11:23:00,BLC,4.37,73.96,-1.39,16.6,7.2,20.0
2001-04-03 11:23:00,BSL,5.25,41.39,0.72,-9.1,2.4,8.8
2001-04-03 11:23:00,DLR,4.30,38.98,7.38,-8.4,1.1,8.4
2001-04-03 11:23:00,EKP,4.66,71.17,-2.61,26.0,-10.3,2.6
2001-04-03 11:23:00,FCC,4.70,68.97,-1.10,11.7,-4.8,12.8
2001-04-03 11:23:00,GIM,4.67,66.67,0.77,-10.6,8.5,13.3
2001-04-03 11:23:00,PIN,4.59,60.56,3.84,6.2,-17.9,11.7
2001-04-03 11:23:00,RAN,4.85,72.89,-7.77,-2.6,7.6,5.7
2001-04-03 11:23:00,TAL,4.47,78.86,-17.12,11.4,1.2,-9.6
2001-04-03 11:24:00,BLC,4.38,73.96,-1.39,20.7,5.3,18.0
2001-04-03 11:24:00,BSL,5.27,41.39,0.72,-9.1,1.6,8.7
2001-04-03 11:24:00,DLR,4.32,38.98,7.38,-8.5,0.3,8.4
2001-04-03 11:24:00,EKP,4.68,71.17,-2.61,34.2,-12.7,-0.0
2001-04-03 11:24:00,FCC,4.71,68.97,-1.10,12.6,-6.8,17.9
2001-04-03 11:24:00,GIM,4.69,66.67,0.77,-9.9,6.5,13.4
2001-04-03 11:24:00,PIN,4.61,60.56,3.84,6.1,-18.6,11.6
2001-04-03 11:24:00,RAN,4.87,72.89,-7.77,0.4,5.6,5.0
2001-04-03 11:24:00,TAL,4.48,78.86,-17.12,14.8,-1.1,-12.6
2001-04-03 11:25:00,BLC,4.40,73.96,-1.39,24.9,4.4,15.9
2001-04-03 11:25:00,BSL,5.28,41.39,0.72,-9.1,2.2,8.7
2001-04-03 11:25:00,DLR,4.33,38.98,7.38,-8.5,0.3,8.4
2001-04-03 11:25:00,EKP,4.70,71.17,-2.61,45.5,-15.5,-1.2
2001-04-03 11:25:00,FCC,4.73,68.97,-1.10,13.4,-8.8,21.0
2001-04-03 11:25:00,GIM,4.70,66.67,0.77,-9.8,6.4,13.9
2001-04-03 11:25:00,PIN,4.62,60.56,3.84,5.4,-18.7,11.6
2001-04-03 11:25:00,RAN,4.88,72.89,-7.77,4.9,4.3,1.0
2001-04-03 11:25:00,TAL,4.50,78.86,-17.12,18.1,-1.8,-14.6
2001-04-03 11:26:00,BLC,4.41,73.96,-1.39,26.0,5.4,12.9
2001-04-03 11:26:00,BSL,5.30,41.39,0.72,-10.1,2.1,8.7
2001-04-03 11:26:00,DLR,4.35,38.98,7.38,-8.5,0.3,8.4
2001-04-03 11:26:00,EKP,4.71,71.17,-2.61,55.2,-18.0,0.6
2001-04-03 11:26:00,FCC,4.75,68.97,-1.10,11.3,-7.9,22.1
2001-04-03 11:26:00,GIM,4.72,66.67,0.77,-9.8,7.6,15.2
2001-04-03 11:26:00,PIN,4.64,60.56,3.84,4.7,-18.3,12.0
2001-04-03 11:26:00,RAN,4.90,72.89,-7.77,10.2,3.4,-4.5
2001-04-03 11:26:00,TAL,4.52,78.86,-17.12,21.8,-1.1,-15.8
2001-04-03 11:27:00,BLC,4.43,73.96,-1.39,26.1,6.4,9.9
2001-04-03 11:27:00,BSL,5.31,41.39,0.72,-10.1,2.0,8.7
2001-04-03 11:27:00,DLR,4.37,38.98,7.38,-9.5,1.0,8.4
2001-04-03 11:27:00,EKP,4.73,71.17,-2.61,60.7,-19.3,6.7
2001-04-03 11:27:00,FCC,4.76,68.97,-1.10,8.1,-4.9,20.2
2001-04-03 11:27:00,GIM,4.73,66.67,0.77,-10.0,9.0,17.4
2001-04-03 11:27:00,PIN,4.66,60.56,3.84,3.9,-17.5,12.6
2001-04-03 11:27:00,RAN,4.92,72.89,-7.77,16.6,3.3,-8.7
2001-04-03 11:27:00,TAL,4.53,78.86,-17.12,26.3,0.8,-16.0
2001-04-03 11:28:00,BLC,4.45,73.96,-1.39,27.2,7.4,7.9
2001-04-03 11:28:00,BSL,5.33,41.39,0.72,-10.1,2.6,9.7
2001-04-03 11:28:00,DLR,4.38,38.98,7.38,-9.5,0.9,8.3
2001-04-03 11:28:00,EKP,4.74,71.17,-2.61,59.6,-18.9,15.4
2001-04-03 11:28:00,FCC,4.78,68.97,-1.10,7.9,-2.0,15.2
2001-04-03 11:28:00,GIM,4.75,66.67,0.77,-8.9,10.0,18.6
2001-04-03 11:28:00,PIN,4.67,60.56,3.84,3.5,-17.2,13.0
2001-04-03 11:28:00,RAN,4.93,72.89,-7.77,22.4,3.1,-9.0
2001-04-03 11:28:00,TAL,4.55,78.86,-17.12,30.0,3.4,-15.3
2001-04-03 11:29:00,BLC,4.46,73.96,-1.39,31.3,8.5,6.8
2001-04-03 11:29:00,BSL,5.35,41.39,0.72,-11.1,2.5,9.6
2001-04-03 11:29:00,DLR,4.40,38.98,7.38,-10.5,0.9,7.3
2001-04-03 11:29:00,EKP,4.76,71.17,-2.61,54.2,-17.6,22.7
2001-04-03 11:29:00,FCC,4.80,68.97,-1.10,13.7,-0.9,14.3
2001-04-03 11:29:00,GIM,4.77,66.67,0.77,-10.1,9.6,20.6
2001-04-03 11:29:00,PIN,4.69,60.56,3.84,2.9,-17.0,13.1
2001-04-03 11:29:00,RAN,4.95,72.89,-7.77,28.8,3.1,-5.0
2001-04-03 11:29:00,TAL,4.57,78.86,-17.12,31.6,6.7,-14.7
2001-04-03 11:30:00,BLC,4.48,73.96,-1.39,35.5,8.5,3.8
2001-04-03 11:30:00,BSL,5.36,41.39,0.72,-11.0,2.4,9.6
2001-04-03 11:30:00,DLR,4.41,38.98,7.38,-10.6,0.1,7.3
2001-04-03 11:30:00,EKP,4.78,71.17,-2.61,47.5,-16.8,26.2
2001-04-03 11:30:00,FCC,4.81,68.97,-1.10,15.6,-2.0,17.4
2001-04-03 11:30:00,GIM,4.78,66.67,0.77,-10.6,9.8,21.5
2001-04-03 11:30:00,PIN,4.70,60.56,3.84,2.7,-16.8,13.4
2001-04-03 11:30:00,RAN,4.96,72.89,-7.77,34.9,2.5,2.1
2001-04-03 11:30:00,TAL,4.58,78.86,-17.12,33.4,9.4,-14.8
2001-04-03 11:31:00,BLC,4.50,73.96,-1.39,37.6,7.5,1.8
2001-04-03 11:31:00,BSL,5.38,41.39,0.72,-11.0,2.3,9.6
2001-04-03 11:31:00,DLR,4.43,38.98,7.38,-10.6,0.1,7.3
2001-04-03 11:31:00,EKP,4.79,71.17,-2.61,39.6,-15.8,25.7
2001-04-03 11:31:00,FCC,4.83,68.97,-1.10,13.4,-2.0,18.5
2001-04-03 11:31:00,GIM,4.80,66.67,0.77,-10.0,10.4,22.1
2001-04-03 11:31:00,PIN,4.72,60.56,3.84,2.4,-16.7,13.5
2001-04-03 11:31:00,RAN,4.98,72.89,-7.77,37.4,1.0,11.6
2001-04-03 11:31:00,TAL,4.60,78.86,-17.12,36.7,11.0,-16.1
2001-04-03 11:32:00,BLC,4.51,73.96,-1.39,40.8,7.6,1.7
2001-04-03 11:32:00,BSL,5.40,41.39,0.72,-11.0,2.2,9.6
2001-04-03 11:32:00,DLR,4.45,38.98,7.38,-10.6,0.1,7.3
2001-04-03 11:32:00,EKP,4.81,71.17,-2.61,33.8,-14.7,21.3
2001-04-03 11:32:00,FCC,4.84,68.97,-1.10,12.3,-1.1,16.6
2001-04-03 11:32:00,GIM,4.82,66.67,0.77,-9.1,10.7,21.7
2001-04-03 11:32:00,PIN,4.74,60.56,3.84,3.1,-16.5,13.7
2001-04-03 11:32:00,RAN,5.00,72.89,-7.77,34.3,-0.3,19.8
2001-04-03 11:32:00,TAL,4.61,78.86,-17.12,39.1,12.7,-16.9
2001-04-03 11:33:00,BLC,4.53,73.96,-1.39,44.0,6.6,3.7
2001-04-03 11:33:00,BSL,5.41,41.39,0.72,-11.0,2.1,9.6
2001-04-03 11:33:00,DLR,4.46,38.98,7.38,-10.6,0.0,7.3
2001-04-03 11:33:00,EKP,4.83,71.17,-2.61,36.8,-14.7,15.5
2001-04-03 11:33:00,FCC,4.86,68.97,-1.10,16.2,-4.0,18.6
2001-04-03 11:33:00,GIM,4.83,66.67,0.77,-8.7,8.7,21.6
2001-04-03 11:33:00,PIN,4.75,60.56,3.84,3.0,-17.1,13.5
2001-04-03 11:33:00,RAN,5.01,72.89,-7.77,31.5,-0.4,23.1
2001-04-03 11:33:00,TAL,4.63,78.86,-17.12,41.4,14.7,-17.6
2001-04-03 11:34:00,BLC,4.55,73.96,-1.39,45.1,6.6,2.6
2001-04-03 11:34:00,BSL,5.43,41.39,0.72,-11.0,2.0,9.6
2001-04-03 11:34:00,DLR,4.48,38.98,7.38,-10.6,-0.0,7.3
2001-04-03 11:34:00,EKP,4.84,71.17,-2.61,43.6,-15.6,10.0
2001-04-03 11:34:00,FCC,4.88,68.97,-1.10,17.1,-4.1,21.7
2001-04-03 11:34:00,GIM,4.85,66.67,0.77,-7.8,9.3,21.1
2001-04-03 11:34:00,PIN,4.77,60.56,3.84,3.7,-17.6,13.4
2001-04-03 11:34:00,RAN,5.03,72.89,-7.77,28.1,0.4,21.4
2001-04-03 11:34:00,TAL,4.65,78.86,-17.12,43.2,17.5,-17.6
2001-04-03 11:35:00,BLC,4.56,73.96,-1.39,45.3,6.5,2.6
2001-04-03 11:35:00,BSL,5.44,41.39,0.72,-11.0,2.6,9.5
2001-04-03 11:35:00,DLR,4.50,38.98,7.38,-10.6,-0.1,7.3
2001-04-03 11:35:00,EKP,4.86,71.17,-2.61,51.7,-17.0,7.7
2001-04-03 11:35:00,FCC,4.89,68.97,-1.10,15.9,-4.1,21.7
2001-04-03 11:35:00,GIM,4.86,66.67,0.77,-3.9,10.0,19.2
2001-04-03 11:35:00,PIN,4.79,60.56,3.84,3.5,-17.6,13.5
2001-04-03 11:35:00,RAN,5.05,72.89,-7.77,26.5,0.5,16.1
2001-04-03 11:35:00,TAL,4.66,78.86,-17.12,43.1,18.9,-17.5
2001-04-03 11:36:00,BLC,4.58,73.96,-1.39,42.4,7.3,2.5
2001-04-03 11:36:00,BSL,5.46,41.39,0.72,-11.0,2.5,9.5
2001-04-03 11:36:00,DLR,4.51,38.98,7.38,-10.7,-0.1,7.3
2001-04-03 11:36:00,EKP,4.87,71.17,-2.61,55.3,-18.6,7.5
2001-04-03 11:36:00,FCC,4.91,68.97,-1.10,16.8,-5.1,18.8
2001-04-03 11:36:00,GIM,4.88,66.67,0.77,-4.3,7.0,19.6
2001-04-03 11:36:00,PIN,4.80,60.56,3.84,3.3,-18.3,13.1
2001-04-03 11:36:00,RAN,5.06,72.89,-7.77,23.8,-0.3,9.3
2001-04-03 11:36:00,TAL,4.68,78.86,-17.12,39.7,18.2,-15.3
2001-04-03 11:37:00,BLC,4.59,73.96,-1.39,42.6,6.3,3.5
2001-04-03 11:37:00,BSL,5.48,41.39,0.72,-12.0,2.4,9.5
2001-04-03 11:37:00,DLR,4.53,38.98,7.38,-10.7,-0.9,7.3
2001-04-03 11:37:00,EKP,4.89,71.17,-2.61,59.6,-22.3,10.3
2001-04-03 11:37:00,FCC,4.93,68.97,-1.10,21.8,-10.1,22.9
2001-04-03 11:37:00,GIM,4.90,66.67,0.77,-12.2,2.0,24.5
2001-04-03 11:37:00,PIN,4.82,60.56,3.84,1.6,-19.3,12.6
2001-04-03 11:37:00,RAN,5.08,72.89,-7.77,26.6,-3.4,5.4
2001-04-03 11:37:00,TAL,4.70,78.86,-17.12,37.9,18.4,-15.0
2001-04-03 11:38:00,BLC,4.61,73.96,-1.39,44.8,5.2,2.4
2001-04-03 11:38:00,BSL,5.49,41.39,0.72,-12.0,3.0,9.5
2001-04-03 11:38:00,DLR,4.54,38.98,7.38,-10.7,-0.2,7.2
2001-04-03 11:38:00,EKP,4.91,71.17,-2.61,63.1,-24.3,14.3
2001-04-03 11:38:00,FCC,4.94,68.97,-1.10,18.6,-10.2,29.9
2001-04-03 11:38:00,GIM,4.91,66.67,0.77,-18.1,3.0,27.4
2001-04-03 11:38:00,PIN,4.83,60.56,3.84,0.5,-18.4,12.9
2001-04-03 11:38:00,RAN,5.09,72.89,-7.77,31.8,-4.9,4.1
2001-04-03 11:38:00,TAL,4.71,78.86,-17.12,37.1,20.0,-16.2
2001-04-03 11:39:00,BLC,4.63,73.96,-1.39,45.0,4.1,3.4
2001-04-03 11:39:00,BSL,5.51,41.39,0.72,-12.0,3.6,9.4
2001-04-03 11:39:00,DLR,4.56,38.98,7.38,-11.7,-0.2,7.2
2001-04-03 11:39:00,EKP,4.92,71.17,-2.61,60.8,-26.1,21.8
2001-04-03 11:39:00,FCC,4.96,68.97,-1.10,5.5,-9.4,29.0
2001-04-03 11:39:00,GIM,4.93,66.67,0.77,-22.7,3.8,30.1
2001-04-03 11:39:00,PIN,4.85,60.56,3.84,0.2,-17.5,13.2
2001-04-03 11:39:00,RAN,5.11,72.89,-7.77,34.5,-6.3,6.2
2001-04-03 11:39:00,TAL,4.73,78.86,-17.12,35.3,21.9,-16.8
2001-04-03 11:40:00,BLC,4.64,73.96,-1.39,43.2,3.0,4.3
2001-04-03 11:40:00,BSL,5.53,41.39,0.72,-11.0,3.5,9.4
2001-04-03 11:40:00,DLR,4.58,38.98,7.38,-10.7,0.5,7.2
2001-04-03 11:40:00,EKP,4.94,71.17,-2.61,52.9,-26.7,30.2
2001-04-03 11:40:00,FCC,4.97,68.97,-1.10,-3.7,-5.5,21.0
2001-04-03 11:40:00,GIM,4.95,66.67,0.77,-28.8,4.7,33.5
2001-04-03 11:40:00,PIN,4.87,60.56,3.84,0.5,-16.4,13.2
2001-04-03 11:40:00,RAN,5.13,72.89,-7.77,34.8,-6.9,10.2
2001-04-03 11:40:00,TAL,4.74,78.86,-17.12,32.4,24.5,-16.0
2001-04-03 11:41:00,BLC,4.66,73.96,-1.39,43.4,2.9,7.3
2001-04-03 11:41:00,BSL,5.54,41.39,0.72,-11.0,3.3,10.4
2001-04-03 11:41:00,DLR,4.59,38.98,7.38,-10.7,0.5,7.2
2001-04-03 11:41:00,EKP,4.96,71.17,-2.61,42.6,-23.8,37.4
2001-04-03 11:41:00,FCC,4.99,68.97,-1.10,-5.8,-0.6,14.1
2001-04-03 11:41:00,GIM,4.96,66.67,0.77,-30.5,7.3,32.7
2001-04-03 11:41:00,PIN,4.88,60.56,3.84,0.8,-15.7,13.0
2001-04-03 11:41:00,RAN,5.14,72.89,-7.77,32.7,-4.5,15.7
2001-04-03 11:41:00,TAL,4.76,78.86,-17.12,30.1,28.8,-16.1
2001-04-03 11:42:00,BLC,4.67,73.96,-1.39,38.5,4.6,10.2
2001-04-03 11:42:00,BSL,5.56,41.39,0.72,-11.0,3.2,10.4
2001-04-03 11:42:00,DLR,4.61,38.98,7.38,-10.8,0.4,8.2
2001-04-03 11:42:00,EKP,4.97,71.17,-2.61,26.4,-18.7,38.7
2001-04-03 11:42:00,FCC,5.01,68.97,-1.10,-5.0,2.4,8.1
2001-04-03 11:42:00,GIM,4.98,66.67,0.77,-27.5,10.0,28.7
2001-04-03 11:42:00,PIN,4.90,60.56,3.84,1.9,-15.0,12.8
2001-04-03 11:42:00,RAN,5.16,72.89,-7.77,24.4,-1.6,21.5
2001-04-03 11:42:00,TAL,4.78,78.86,-17.12,26.6,30.2,-15.2
2001-04-03 11:43:00,BLC,4.69,73.96,-1.39,32.6,4.4,12.1
2001-04-03 11:43:00,BSL,5.57,41.39,0.72,-11.0,3.1,10.4
2001-04-03 11:43:00,DLR,4.63,38.98,7.38,-10.8,1.1,8.2
2001-04-03 11:43:00,EKP,4.99,71.17,-2.61,11.0,-14.0,32.9
2001-04-03 11:43:00,FCC,5.02,68.97,-1.10,-0.1,2.4,6.1
2001-04-03 11:43:00,GIM,4.99,66.67,0.77,-24.6,10.5,26.4
2001-04-03 11:43:00,PIN,4.91,60.56,3.84,2.0,-14.5,12.5
2001-04-03 11:43:00,RAN,5.18,72.89,-7.77,15.5,-1.0,27.5
2001-04-03 11:43:00,TAL,4.79,78.86,-17.12,24.2,28.8,-14.3
2001-04-03 11:44:00,BLC,4.71,73.96,-1.39,27.9,3.1,14.1
2001-04-03 11:44:00,BSL,5.59,41.39,0.72,-11.0,3.0,10.3
2001-04-03 11:44:00,DLR,4.64,38.98,7.38,-10.8,0.3,8.2
2001-04-03 11:44:00,EKP,5.00,71.17,-2.61,4.9,-10.3,20.4
2001-04-03 11:44:00,FCC,5.04,68.97,-1.10,6.8,0.4,10.2
2001-04-03 11:44:00,GIM,5.01,66.67,0.77,-23.6,9.5,25.4
2001-04-03 11:44:00,PIN,4.93,60.56,3.84,1.8,-15.0,11.9
2001-04-03 11:44:00,RAN,5.19,72.89,-7.77,7.4,-1.1,33.4
2001-04-03 11:44:00,TAL,4.81,78.86,-17.12,22.7,27.0,-13.1
2001-04-03 11:45:00,BLC,4.72,73.96,-1.39,25.1,1.9,17.0
2001-04-03 11:45:00,BSL,5.61,41.39,0.72,-11.0,2.9,10.3
2001-04-03 11:45:00,DLR,4.66,38.98,7.38,-10.8,1.0,8.2
2001-04-03 11:45:00,EKP,5.02,71.17,-2.61,6.3,-9.2,6.8
2001-04-03 11:45:00,FCC,5.05,68.97,-1.10,3.7,-0.6,15.2
2001-04-03 11:45:00,GIM,5.03,66.67,0.77,-25.0,9.8,24.3
2001-04-03 11:45:00,PIN,4.95,60.56,3.84,2.0,-14.5,11.7
2001-04-03 11:45:00,RAN,5.21,72.89,-7.77,-2.6,0.2,37.6
2001-04-03 11:45:00,TAL,4.83,78.86,-17.12,22.3,25.7,-12.6
2001-04-03 11:46:00,BLC,4.74,73.96,-1.39,22.2,2.7,19.0
2001-04-03 11:46:00,BSL,5.62,41.39,0.72,-11.0,2.8,10.3
2001-04-03 11:46:00,DLR,4.67,38.98,7.38,-10.8,1.0,8.2
2001-04-03 11:46:00,EKP,5.04,71.17,-2.61,12.3,-9.7,-1.8
2001-04-03 11:46:00,FCC,5.07,68.97,-1.10,-3.4,0.2,12.2
2001-04-03 11:46:00,GIM,5.04,66.67,0.77,-23.5,10.8,22.1
2001-04-03 11:46:00,PIN,4.96,60.56,3.84,2.3,-14.5,11.6
2001-04-03 11:46:00,RAN,5.22,72.89,-7.77,-14.3,2.4,37.2
2001-04-03 11:46:00,TAL,4.84,78.86,-17.12,21.5,24.0,-13.0
2001-04-03 11:47:00,BLC,4.76,73.96,-1.39,20.4,3.5,23.9
2001-04-03 11:47:00,BSL,5.64,41.39,0.72,-11.0,2.6,10.3
2001-04-03 11:47:00,DLR,4.69,38.98,7.38,-10.8,1.0,8.2
2001-04-03 11:47:00,EKP,5.05,71.17,-2.61,18.5,-10.3,-3.6
2001-04-03 11:47:00,FCC,5.09,68.97,-1.10,-4.5,1.2,6.3
2001-04-03 11:47:00,GIM,5.06,66.67,0.77,-22.0,11.6,21.2
2001-04-03 11:47:00,PIN,4.98,60.56,3.84,2.7,-14.4,11.7
2001-04-03 11:47:00,RAN,5.24,72.89,-7.77,-25.9,4.4,33.2
2001-04-03 11:47:00,TAL,4.86,78.86,-17.12,21.7,23.5,-15.1
2001-04-03 11:48:00,BLC,4.77,73.96,-1.39,18.5,5.3,26.8
2001-04-03 11:48:00,BSL,5.65,41.39,0.72,-11.0,2.5,10.2
